Account number,Organization,Country/Area,Request response status,Access type,Samples,Response received date,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Primary Ticker,Tickers,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
828375,"PARAGON PRECISION CASTING CO., LTD.","Taiwan, China",Submitted,public,,44773.6990740741, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828380,Pengda,China,Submitted,public,,44722.0676157407, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828385,PROFESSIONAL TOOL PRODUCTS LLC,United States of America,Submitted,public,,44799.7029513889, Automobiles, Transportation equipment, Manufacturing,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,,,unknown,2022,,,,,,,,,,,,,,,
828393,"RIDCO, INC",United States of America,Submitted,public,,44803.5150925926, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828394,SHANGHAI STARCRAFT TOOLS COMPANY LIMITED,China,Submitted,public,,44746.5132638889, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828395,"SHANGHAI TONGCHENG INDUSTRIAL CO.,LTD.",China,Submitted,public,,44747.243912037, Engines & motors, Powered machinery, Manufacturing,Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM,,,unknown,2022,,,,,,,,,,,,,,,
828396,"SHANGHAI YUEDA NAILS CO., LTD",China,Submitted,public,,44753.4868402778," Homeware, Iron & steel"," Leisure & home manufacturing, Metal smelting, refining & forming"," Manufacturing, Materials",Iron & steel,"Metal smelting, refining & forming",Materials,Steel,,,unknown,2022,,,,,,,,,,,,,,,
828398,"SHANGHAI YI FENG PRECISION APPLIANCE CO., LTD.",China,Submitted,public,,44754.2466203704, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828399,"SHANGHAI XINPENG METAL PRODUCTS CO., LTD.",China,Submitted,public,,44742.3462384259, Metal containers & packaging, Metal products manufacturing, Manufacturing,Metal containers & packaging,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828401,"AEC LIGHTING SOLUTIONS CO., LTD",China,Submitted,public,,44735.4035069444, Electronic equipment, Electrical & electronic equipment, Manufacturing,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828402,"SHANGHAI YINGXIN METAL PRODUCTS CO., LTD.",China,Submitted,public,,44755.0717708333, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828403,"SHANGHAI FOREIGN TRADE ENTERPRISES CO., LTD.",China,Submitted,public,,44761.5375578704," Dealers, wholesalers & distributors, Industrial machinery distribution"," Trading, wholesale, distribution, rental & leasing", Retail,Industrial machinery distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,,,unknown,2022,,,,,,,,,,,,,,,
828404,SIGMA ELECTRIC MANUFACTURING CORPORATION PRIVATE LIMITED,India,Submitted,public,,44767.2843518518, Metal processing," Metal smelting, refining & forming", Materials,Metal processing,"Metal smelting, refining & forming",Materials,Metals & mining,,,unknown,2022,,,,,,,,,,,,,,,
828405,"SHENZHEN TOPBAND CO., LTD.",China,Submitted,public,,44750.3811574074, Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828406,"SPINDEX PRECISION ENGINEERING (SUZHOU) CO., LTD.",China,Submitted,public,,44764.3554861111, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828407,SPEED POWER INTERNATIONAL,China,Submitted,public,,44756.2840509259, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828408,SPEC PRODUCTS CORP.,"Taiwan, China",Submitted,public,,44722.3660648148," Dealers, wholesalers & distributors, Fabricated metal components"," Metal products manufacturing, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Retail",Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828412,STATE GRID ZHEJIANG CHUN'AN COUNTY POWER SUPPLY COMPANY,China,Submitted,public,,44754.1776273148, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828414,SUNCRAFT HARDWARE TOOLS (HONG KONG) LIMITED,China,Submitted,public,,44757.2394907407," Fabricated metal components, Metal containers & packaging", Metal products manufacturing, Manufacturing,Metal containers & packaging,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828416,"SUZHOU DONGWU NEEDLE BEARING CO., LTD.",China,Submitted,public,,44767.2384490741, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828418,"SUZHOU INDUSTRIAL PARK KINGYOU METAL PRODUCTS CO., LTD.",China,Submitted,public,,44768.0608101852, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828419,"SUZHOU STARIVER PRECISION CASTING AUTOMOBILE CO., LTD.",China,Submitted,public,,44753.3328587963, Engines & motors, Powered machinery, Manufacturing,Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM,,,unknown,2022,,,,,,,,,,,,,,,
828420,"SUZHOU UNICORN PRINTING PACKAGING CO.,LTD",China,Submitted,public,,44748.0519907407, Paper products, Paper products & packaging, Manufacturing,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,,,unknown,2022,,,,,,,,,,,,,,,
828421,"SUZHOU HUAYANG ROLLING BEARINGS CO., LTD.",China,Submitted,public,,44762.0866550926, Engines & motors, Powered machinery, Manufacturing,Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM,,,unknown,2022,,,,,,,,,,,,,,,
828422,TECHWORLD INDUSTRIES LIMITED,China,Submitted,public,,44760.2432523148, Electronic equipment, Electrical & electronic equipment, Manufacturing,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828423,"SUZHOU JDS ELECTRIC TECHNOLOGY CO., LTD",China,Submitted,public,,44758.6021180556, Electrical equipment, Electrical & electronic equipment, Manufacturing,Electrical equipment,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828424,TEXMO PRECISION CASTINGS,India,Submitted,public,,44771.1588425926, Iron & steel," Metal smelting, refining & forming", Materials,Iron & steel,"Metal smelting, refining & forming",Materials,Steel,,,unknown,2022,,,,,,,,,,,,,,,
828427,THAI METAL ALUMINIUM CO LTD,Thailand,Submitted,public,,44772.6252662037, Metal processing," Metal smelting, refining & forming", Materials,Metal processing,"Metal smelting, refining & forming",Materials,Metals & mining,,,unknown,2022,,,,,,,,,,,,,,,
828431,"TONG LEE INDUSTRIAL CO., LTD.","Taiwan, China",Submitted,public,,44747.1273842593, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828432,TOP LINK INDUSTRIAL COMPANY LIMITED,China,Submitted,public,,44757.2617824074, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828438,"WINTEK TOOLS CO., LTD.",China,Submitted,public,,44741.1003587963, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828440,"YANGZHOU SEASHINE POWDER METALLURGY CO., LTD.",China,Submitted,public,,44768.4746527778, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828441,VICTORY CONCEPT ELECTRONICS LTD.,"China, Hong Kong Special Administrative Region",Submitted,public,,44757.2851388889, Electrical equipment, Electrical & electronic equipment, Manufacturing,Electrical equipment,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828445,"YOUR SHOW ENTERPRISE CO., LTD.","Taiwan, China",Submitted,public,,44760.217025463, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828448,"ZHEJIANG FORE MACHINERY & ELECTRONIC CO., LTD.",China,Submitted,public,,44755.0101157407, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828449,"ZHEJIANG SUN ABRASIVES CO., LTD.",China,Submitted,public,,44757.413125, Electrical equipment, Electrical & electronic equipment, Manufacturing,Electrical equipment,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828450,"ZHEJIANG BAILI PLASTIC INDUSTRY CO.,LTD.",China,Submitted,public,,44759.4369791667, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828451,"ZHEJIANG JI CHUANG INDUSTRY AND TRADE CO.,LTD.",China,Submitted,public,,44763.3036921296, Electrical equipment, Electrical & electronic equipment, Manufacturing,Electrical equipment,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828452,"ZIMAG TECHNOLOGY CO., LTD.","Taiwan, China",Submitted,public,,44743.1966203704, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828453,"ZHEJIANG BEST NAIL INDUSTRY CO., LTD.",China,Submitted,public,,44770.043275463, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828454,"ZHEJIANG LONGTIE PRECISION PLASTICS CO.,LTD.",China,Submitted,public,,44730.0689467593, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828459,Desay Group,China,Submitted,public,,44757.2705555556, Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828468,AKF INTERNATIONAL CORP,China,Submitted,public,,44700.6272106481, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828474,"CHONG YUN ENTERPRISE CO., LTD.","Taiwan, China",Submitted,public,,44754.1682291667, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828479,KILLING,Brazil,Submitted,public,,44762.624224537," Inorganic base chemicals, Specialty chemicals", Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
828489,ENERGY SOLUTION ENGENHARIA,Brazil,Submitted,public,,44760.8137962963, Non-residential building construction, Construction, Infrastructure,Non-residential building construction,Construction,Infrastructure,General,,,unknown,2022,,,,,,,,,,,,,,,
828513,CARTONDRUCK GRAFICA LTDA,Brazil,Submitted,public,,44774.9116898148, Paper products, Paper products & packaging, Manufacturing,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,,,unknown,2022,,,,,,,,,,,,,,,
828552,"IN CHANG TECHNIC PRINT CO.,LTD.","Taiwan, China",Submitted,public,,44768.2562615741, Printing services, Print & publishing services, Services,Printing services,Print & publishing services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
828555,Wuxi Liang Xi Packing Co Ltd.,China,Submitted,public,,44738.5414467593, Paper products, Paper products & packaging, Manufacturing,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,,,unknown,2022,,,,,,,,,,,,,,,
828556,API-SWANSON(KUNSHAN) COMPANY,China,Submitted,public,,44828.1767592593, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
828562,"Daika Kogyo Co., Ltd.",Japan,Submitted,public,,44774.4378819444, Personal care & household products, Chemicals, Materials,Personal care & household products,Chemicals,Materials,General,,,unknown,2022,,,,,,,,,,,,,,,
828564,"Tokyu Construction Co., Ltd.",Japan,Submitted,public, TSE Prime Segment,44767.9907291667," Building sub-contractors, Non-residential building construction, Transportation infrastructure & other construction", Construction, Infrastructure,Non-residential building construction,Construction,Infrastructure,Construction,1720 JP, 1720 JP,1720.T,2022,66826864296,,6408000000,288867000000,21879000000,5245000000,JPY,58714000000,1000000,31283000000,249164000000,153146000000,28837000000,22209000000,96018000000
828565,"NITTOKU CO., LTD. (PAPER PRODUCTS)",Japan,Submitted,public,,44756.2673726852," Fabricated metal components, Paper products"," Metal products manufacturing, Paper products & packaging", Manufacturing,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,,,unknown,2022,,,,,,,,,,,,,,,
828573,"SINO-JAPAN CHEMICAL CO.,LTD.","Taiwan, China",Submitted,public,,44757.2320138889, Specialty chemicals, Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
828652,"Takahashi Glass Co., Ltd.",Japan,Submitted,public,,44774.2932060185, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
828654,"Musashi Seimitsu Industry Co., Ltd.",Japan,Submitted,public, TSE Prime Segment,44770.3172222222," Automobiles, Engines & motors, Fabricated metal components"," Metal products manufacturing, Powered machinery, Transportation equipment", Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,7220 JP, 7220 JP,7220.T,2022,102198171490,,27338000000,301500000000,35451000000,2436000000,JPY,26109000000,-4281000000,18705000000,269278000000,154846000000,14424000000,99161000000,114432000000
828667,"Ta Ya Electric Wire & Cable Co., Ltd.","Taiwan, China",Submitted,public,,44771.0741087963, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, 1609 TT,1609.TW,2022,13743809174,,2350921000,26749017000,2176905000,841475000,TWD,4344838000,1753878000,4203872000,39325648000,26902268000,5957750000,24145011000,12423380000
